,AL Date COW,AL Data COW,AK Date COW,AK Data COW,AZ Date COW,AZ Data COW,AR Date COW,AR Data COW,CA Date COW,CA Data COW,CO Date COW,CO Data COW,CT Date COW,CT Data COW,DC Date COW,DC Data COW,DE Date COW,DE Data COW,FL Date COW,FL Data COW,GA Date COW,GA Data COW,HI Date COW,HI Data COW,ID Date COW,ID Data COW,IL Date COW,IL Data COW,IN Date COW,IN Data COW,IA Date COW,IA Data COW,KS Date COW,KS Data COW,KY Date COW,KY Data COW,LA Date COW,LA Data COW,ME Date COW,ME Data COW,MD Date COW,MD Data COW,MA Date COW,MA Data COW,MI Date COW,MI Data COW,MN Date COW,MN Data COW,MS Date COW,MS Data COW,MO Date COW,MO Data COW,MT Date COW,MT Data COW,NE Date COW,NE Data COW,NV Date COW,NV Data COW,NH Date COW,NH Data COW,NJ Date COW,NJ Data COW,NM Date COW,NM Data COW,NY Date COW,NY Data COW,NC Date COW,NC Data COW,ND Date COW,ND Data COW,OH Date COW,OH Data COW,OK Date COW,OK Data COW,OR Date COW,OR Data COW,PA Date COW,PA Data COW,RI Date COW,RI Data COW,SC Date COW,SC Data COW,SD Date COW,SD Data COW,TN Date COW,TN Data COW,TX Date COW,TX Data COW,UT Date COW,UT Data COW,VT Date COW,VT Data COW,VA Date COW,VA Data COW,WA Date COW,WA Data COW,WV Date COW,WV Data COW,WI Date COW,WI Data COW,WY Date COW,WY Data COW,TOTAL
28,201601,2464.38134,201601,67.13566,201601,2664.70987,201601,1911.34205,201601,29.28458,201601,2749.65046,201601,43.86254,0.0,0.0,201601,130.28301,201601,2551.21327,201601,2966.68206,201601,126.95555,201601,2.98117,201601,5721.04923,201601,6690.56499,201601,2524.1886,201601,2082.4299,201601,6427.39895,201601,1073.60569,201601,8.9907,201601,1059.97044,201601,385.88564,201601,4343.25787,201601,2384.09554,201601,481.95286,201601,6142.13302,201601,1465.88164,201601,2197.80313,201601,153.42466,201601,80.41544,201601,121.87881,201601,1715.19843,201601,157.01249,201601,3806.42025,201601,2639.91222,201601,6399.67679,201601,1581.41253,201601,308.3834,201601,5979.24555,0.0,0.0,201601,1829.91922,201601,235.87779,201601,2898.39134,201601,8524.0034,201601,2618.10279,0.0,0.0,201601,1495.42902,201601,374.82645,201601,6840.53721,201601,3156.12958,201601,3845.4926,113459.37972999997
29,201512,2488.39839,201512,81.35416,201512,2751.78614,201512,1057.32198,201512,30.77326,201512,2829.15867,201512,-3.19148,0.0,0.0,201512,1.08615,201512,2759.09046,201512,1667.11749,201512,119.54591,201512,8.63294,201512,4492.12699,201512,4953.22222,201512,1942.56113,201512,1499.34999,201512,5085.84723,201512,931.87552,201512,6.27359,201512,501.75322,201512,162.8249,201512,3993.42796,201512,2069.97026,201512,170.73588,201512,4629.54672,201512,1389.3149,201512,1984.57075,201512,182.07179,201512,17.41891,201512,101.07895,201512,1790.12669,201512,87.15852,201512,1417.03906,201512,2338.66224,201512,3807.51637,201512,1314.87485,201512,375.36912,201512,3724.15225,0.0,0.0,201512,1126.32734,201512,191.8196,201512,1325.99572,201512,7573.07019,201512,2708.37725,0.0,0.0,201512,1278.88806,201512,720.0209,201512,5393.24593,201512,2857.48386,201512,3559.89989,89495.07282
30,201511,2607.97481,201511,66.29484,201511,2521.60046,201511,1100.91149,201511,23.57758,201511,2146.70972,201511,0.0,0.0,0.0,201511,21.19692,201511,2922.9878,201511,1367.92696,201511,125.26516,201511,6.24966,201511,4935.74228,201511,5096.86464,201511,1334.86635,201511,1161.68041,201511,4260.86446,201511,1005.71776,201511,4.3466,201511,598.82133,201511,206.38805,201511,4204.69021,201511,2004.97626,201511,371.68639,201511,4462.25293,201511,1448.25126,201511,1648.48144,201511,164.95416,201511,7.65467,201511,104.90284,201511,1778.69239,201511,81.57843,201511,1876.04766,201511,2194.58428,201511,3679.26513,201511,1470.11763,201511,301.80987,201511,4227.12516,0.0,0.0,201511,1341.23161,201511,181.80688,201511,1569.15048,201511,7957.68821,201511,1954.24553,0.0,0.0,201511,1283.11254,201511,507.52502,201511,4932.40624,201511,2485.85927,201511,3471.05228,87227.13605000002
31,201510,3072.87462,201510,66.95655,201510,3133.1395,201510,1530.32739,201510,15.63819,201510,2094.99324,201510,6.80593,0.0,0.0,201510,0.0,201510,3421.12728,201510,1753.30396,201510,131.70656,201510,6.71282,201510,5485.98812,201510,6030.42415,201510,1933.57324,201510,1783.30165,201510,4950.49611,201510,996.8743,201510,7.33346,201510,754.73165,201510,136.10865,201510,4101.97964,201510,1804.56912,201510,157.86359,201510,5088.55908,201510,1502.50036,201510,1961.61108,201510,219.43202,201510,17.50988,201510,88.20405,201510,1729.61447,201510,114.4405,201510,2048.94304,201510,2120.50832,201510,5311.51744,201510,2176.9498,201510,351.17442,201510,3471.29508,0.0,0.0,201510,1403.82096,201510,197.17933,201510,1534.20097,201510,9725.80475,201510,2543.64809,0.0,0.0,201510,1285.24826,201510,652.89378,201510,3435.83215,201510,2878.92743,201510,3521.85923,96758.50421
32,201509,4089.42531,201509,60.78401,201509,3271.6751,201509,2229.6527,201509,22.19944,201509,2562.63692,201509,0.14448,0.0,0.0,201509,30.82602,201509,4003.91309,201509,3331.10645,201509,127.87048,201509,6.72107,201509,6246.18382,201509,6635.33497,201509,2518.58711,201509,2191.67148,201509,5803.22406,201509,1360.01744,201509,4.59315,201509,1087.26982,201509,52.51851,201509,4437.78267,201509,1760.1463,201509,512.76617,201509,5698.37144,201509,1471.15112,201509,2107.41703,201509,285.54904,201509,24.71266,201509,104.98416,201509,1641.68215,201509,142.01802,201509,3027.19585,201509,2234.13955,201509,6685.3466,201509,2157.47533,201509,354.06663,201509,5502.10314,0.0,0.0,201509,1817.36025,201509,194.7408,201509,2759.47952,201509,12170.71963,201509,2772.31683,0.0,0.0,201509,1407.11088,201509,615.81596,201509,5704.39483,201509,3375.59807,201509,3384.83218,117985.63224000004
33,201508,4446.317,201508,52.5518,201508,3481.95081,201508,2258.23849,201508,25.25004,201508,3061.26812,201508,-2.93882,0.0,0.0,201508,67.12917,201508,4171.2629,201508,4392.07162,201508,134.51391,201508,4.77853,201508,7219.95128,201508,7696.72889,201508,3052.08331,201508,2488.01934,201508,6476.74887,201508,1615.26774,201508,4.02857,201508,1100.59844,201508,29.79729,201508,5026.26319,201508,1874.30044,201508,813.1167,201508,6414.60673,201508,1502.52787,201508,2379.54062,201508,457.27125,201508,10.45288,201508,102.83585,201508,1922.91467,201508,179.42262,201508,4566.73017,201508,2487.38319,201508,6851.62415,201508,2663.32405,201508,367.44277,201508,6150.53917,0.0,0.0,201508,2259.35102,201508,206.60783,201508,3583.26983,201508,13449.60053,201508,2940.56253,0.0,0.0,201508,1793.40765,201508,606.82208,201508,6403.17938,201508,3756.20461,201508,4125.38987,134670.30895
34,201507,4868.17974,201507,55.77994,201507,3739.51156,201507,2642.6854,201507,24.99344,201507,3012.04336,201507,13.4763,0.0,0.0,201507,48.07657,201507,4451.04124,201507,4478.42348,201507,122.03502,201507,4.76434,201507,7471.73786,201507,7873.8307,201507,3195.4503,201507,2775.48302,201507,7024.77227,201507,1558.5079,201507,3.21526,201507,1598.6376,201507,136.03501,201507,5118.7485,201507,2529.58407,201507,842.87012,201507,6547.09003,201507,1471.62162,201507,2561.26812,201507,399.8892,201507,18.62721,201507,119.8163,201507,1989.66776,201507,211.79818,201507,5296.70364,201507,2546.04182,201507,6696.46498,201507,2716.63763,201507,322.54811,201507,5460.22723,0.0,0.0,201507,2558.5281,201507,0.0,201507,3573.22134,201507,13389.68365,201507,2840.61315,0.0,0.0,201507,1769.74457,201507,661.73041,201507,6581.14317,201507,3802.53626,201507,3974.38307,139099.86855000004
35,201506,4411.04096,201506,52.36206,201506,3327.17027,201506,2325.95341,201506,24.94886,201506,2822.56297,201506,0.0,0.0,0.0,201506,35.45777,201506,4308.55484,201506,4120.61464,201506,108.38644,201506,4.72806,201506,6675.2267,201506,6929.16998,201506,2764.53667,201506,2411.25134,201506,6386.04322,201506,1489.45749,201506,3.13202,201506,1547.39082,201506,0.03682,201506,4553.58387,201506,2210.814,201506,632.43576,201506,5952.97921,201506,1356.37378,201506,2167.23096,201506,235.42609,201506,3.89009,201506,103.55276,201506,1823.65061,201506,250.39429,201506,4833.60466,201506,2218.36369,201506,5833.66731,201506,2437.80119,201506,279.19845,201506,5104.4504,0.0,0.0,201506,2368.51099,201506,0.0,201506,3323.21027,201506,12734.22443,201506,2786.30155,0.0,0.0,201506,1527.22398,201506,551.68179,201506,5756.64751,201506,3268.11438,201506,3611.75633,125673.11368999998
36,201505,3717.19059,201505,53.48184,201505,3202.72477,201505,1966.80271,201505,26.76127,201505,2511.05778,201505,-1.52985,0.0,0.0,201505,36.61615,201505,3962.09383,201505,3797.29364,201505,87.49483,201505,4.63898,201505,5302.92958,201505,6012.36915,201505,2229.30252,201505,1972.01752,201505,6484.14021,201505,965.56305,201505,4.0154,201505,1306.9939,201505,4.01928,201505,4277.01852,201505,2088.36336,201505,537.14978,201505,4386.05233,201505,1055.14914,201505,1931.26473,201505,71.05743,201505,0.9727,201505,107.11619,201505,1789.46658,201505,122.4298,201505,2809.77511,201505,2151.92408,201505,4485.28354,201505,1743.08036,201505,0.0,201505,5509.55206,0.0,0.0,201505,1885.05321,201505,0.0,201505,2026.89828,201505,9416.08917,201505,2648.27984,0.0,0.0,201505,934.88836,201505,169.57351,201505,5024.53833,201505,2536.37344,201505,3231.19971,104584.52670999998
37,201504,2677.23775,201504,33.32464,201504,2512.46475,201504,1282.97605,201504,25.54035,201504,2267.53572,201504,1.51875,0.0,0.0,201504,0.0,201504,3297.14629,201504,2899.45474,201504,71.40846,201504,5.98508,201504,4751.1697,201504,5439.82556,201504,2116.75685,201504,2159.71441,201504,5221.62221,201504,613.66847,201504,4.88455,201504,733.51012,201504,28.78579,201504,4177.98386,201504,1462.98804,201504,486.0103,201504,4239.83059,201504,1075.27171,201504,1816.03066,201504,104.21196,201504,2.505,201504,61.01975,201504,1588.82979,201504,64.34263,201504,1716.4594,201504,2139.75142,201504,4988.82524,201504,1628.32865,201504,0.0,201504,4314.36273,0.0,0.0,201504,1207.34776,201504,0.0,201504,1990.47009,201504,7223.87468,201504,2148.08355,0.0,0.0,201504,535.90199,201504,3.41818,201504,3995.75753,201504,2499.19131,201504,3373.81544,88989.14249999999
38,201503,2748.01044,201503,50.91695,201503,2803.62235,201503,1586.47589,201503,26.72947,201503,2673.4549,201503,156.53343,0.0,0.0,201503,47.85429,201503,3155.34951,201503,2632.80291,201503,135.94624,201503,8.42051,201503,6547.50714,201503,6318.01417,201503,2789.40528,201503,2094.26798,201503,6062.46336,201503,1253.6303,201503,15.44091,201503,1116.83411,201503,365.21535,201503,4309.45516,201503,1942.14548,201503,425.98021,201503,5009.54059,201503,1155.39208,201503,1892.9272,201503,166.94524,201503,176.81997,201503,116.4814,201503,1421.64736,201503,250.8133,201503,3362.86445,201503,2273.17858,201503,7038.11758,201503,2079.79201,201503,0.0,201503,6312.41687,0.0,0.0,201503,1679.59527,201503,0.0,201503,2439.04917,201503,7402.89445,201503,2628.83786,0.0,0.0,201503,1379.75422,201503,3.88549,201503,5774.27116,201503,2939.08864,201503,3716.74937,108487.53860000001
39,201502,3233.92928,201502,49.88619,201502,2218.52011,201502,2131.74326,201502,24.33657,201502,2678.09082,201502,224.2905,0.0,0.0,201502,192.33879,201502,3358.20555,201502,3681.59359,201502,106.08604,201502,8.14618,201502,7264.67152,201502,7353.23158,201502,3055.69629,201502,1931.85141,201502,7392.47337,201502,1496.18558,201502,20.47094,201502,2043.09907,201502,549.60302,201502,4369.89659,201502,2373.51288,201502,786.02808,201502,6171.52669,201502,1006.75377,201502,1780.63582,201502,159.07274,201502,333.78223,201502,446.44132,201502,1392.24134,201502,559.65594,201502,4966.53543,201502,2411.08164,201502,8305.09638,201502,2089.9132,201502,0.0,201502,7256.9936,0.0,0.0,201502,2571.2927,201502,260.86922,201502,3025.12722,201502,9145.95291,201502,2614.78378,0.0,0.0,201502,2081.957,201502,2.49124,201502,7488.22725,201502,3082.92329,201502,3279.59007,126976.83198999998
40,201501,3049.85062,201501,43.85633,201501,3203.00312,201501,1626.94402,201501,27.12559,201501,2881.38249,201501,205.35957,0.0,0.0,201501,118.00621,201501,3093.23598,201501,3008.92038,201501,67.1531,201501,9.21462,201501,7380.47054,201501,7891.67152,201501,2878.25585,201501,2124.72572,201501,7471.73365,201501,1878.1923,201501,14.16681,201501,1535.96395,201501,581.33165,201501,4313.20255,201501,2575.72769,201501,662.96225,201501,6725.16435,201501,1578.8983,201501,1954.4424,201501,211.40805,201501,322.31595,201501,302.66211,201501,1570.99797,201501,316.0133,201501,4000.26922,201501,2618.7943,201501,8026.80506,201501,2388.73684,201501,25.75008,201501,7604.01504,0.0,0.0,201501,2412.75426,201501,262.05579,201501,3436.25846,201501,11364.68123,201501,3070.43927,0.0,0.0,201501,1954.18817,201501,556.05652,201501,7566.44946,201501,3698.24624,201501,3840.66186,132450.52073999998
41,201412,3308.39498,201412,43.88659,201412,3479.75086,201412,2173.96795,201412,27.17762,201412,2704.16065,201412,10.86498,0.0,0.0,201412,8.93238,201412,4273.03527,201412,2580.75329,201412,126.75866,201412,8.32426,201412,7697.72879,201412,7517.12068,201412,3470.54142,201412,2123.61414,201412,7391.59985,201412,1555.08727,201412,8.97715,201412,1054.80362,201412,165.09394,201412,3972.74204,201412,2863.71445,201412,518.5429,201412,6309.23896,201412,1477.94674,201412,1971.22377,201412,314.00641,201412,92.13563,201412,121.07732,201412,2067.27552,201412,186.66367,201412,2893.27428,201412,2398.52004,201412,6649.69573,201412,2260.40999,201412,252.81992,201412,6379.10173,0.0,0.0,201412,2127.50554,201412,238.05913,201412,2312.50346,201412,10514.87647,201412,3002.20606,0.0,0.0,201412,1756.56318,201412,557.96436,201412,6699.5175,201412,3158.98318,201412,3792.97382,124620.11614999997
42,201411,2971.35603,201411,40.44321,201411,3195.86239,201411,2519.96085,201411,27.29612,201411,2283.29508,201411,110.11527,0.0,0.0,201411,-1.44329,201411,4191.18028,201411,2637.03368,201411,132.01398,201411,8.00789,201411,7699.34504,201411,6913.56949,201411,2477.36456,201411,2122.23435,201411,6710.82957,201411,1270.03577,201411,3.86978,201411,1049.68214,201411,277.68923,201411,3966.99762,201411,2456.69301,201411,484.64921,201411,5401.30112,201411,1516.97236,201411,2018.11314,201411,400.54343,201411,152.77791,201411,136.69026,201411,1408.7666,201411,167.36564,201411,3922.35082,201411,2531.54644,201411,7346.23799,201411,2105.78093,201411,345.01265,201411,5951.7828,0.0,0.0,201411,2183.29365,201411,198.62728,201411,1742.30784,201411,10180.59547,201411,2879.12385,0.0,0.0,201411,1768.20509,201411,700.05688,201411,6334.96671,201411,2649.98947,201411,3536.94979,119127.43938000003
43,201410,3134.64862,201410,36.91508,201410,3622.43124,201410,2556.01928,201410,50.80151,201410,2330.43063,201410,-1.82071,0.0,0.0,201410,-1.59229,201410,3880.43411,201410,1891.73806,201410,134.63666,201410,8.18036,201410,6592.83025,201410,7157.72713,201410,2664.04556,201410,2060.12021,201410,6022.2609,201410,1140.99613,201410,2.96762,201410,995.19726,201410,0.03534,201410,3985.34359,201410,2143.84566,201410,626.9016,201410,4831.68669,201410,1534.00197,201410,2077.26935,201410,430.09311,201410,3.33035,201410,99.42178,201410,1517.9846,201410,152.92946,201410,3173.24172,201410,2299.12355,201410,6149.68132,201410,2039.87062,201410,404.09622,201410,4647.48602,0.0,0.0,201410,1753.74944,201410,203.95329,201410,1983.11464,201410,11052.68722,201410,2650.79564,0.0,0.0,201410,1383.65466,201410,695.32155,201410,5200.59804,201410,2407.8399,201410,3568.93261,111295.95755
44,201409,3887.15431,201409,33.6695,201409,3899.13643,201409,2762.34337,201409,109.04185,201409,2587.55929,201409,-1.80588,0.0,0.0,201409,59.82006,201409,4311.0526,201409,3605.12233,201409,129.61706,201409,7.71098,201409,6546.2641,201409,7502.58912,201409,2558.74689,201409,2166.86118,201409,6530.67054,201409,2041.08417,201409,1.49755,201409,1276.29128,201409,46.0998,201409,4252.73634,201409,2024.02692,201409,931.15107,201409,5159.98082,201409,1591.18234,201409,2049.24861,201409,439.29887,201409,11.10348,201409,121.19073,201409,1758.93824,201409,193.74695,201409,3459.80851,201409,2072.41469,201409,6633.69617,201409,2636.10718,201409,405.47823,201409,4989.06609,0.0,0.0,201409,2320.65581,201409,196.79793,201409,3295.91306,201409,13445.41735,201409,2912.81155,0.0,0.0,201409,1412.69735,201409,749.09201,201409,6371.53073,201409,2968.78965,201409,3646.97745,126110.38466000003
45,201408,4866.24499,201408,34.16418,201408,4074.09309,201408,3156.42846,201408,119.50739,201408,3228.39852,201408,-2.38808,0.0,0.0,201408,0.0,201408,5042.5541,201408,4403.72424,201408,132.30413,201408,6.88266,201408,8191.15684,201408,9154.74953,201408,3624.29209,201408,2922.31821,201408,7854.27806,201408,2145.19967,201408,2.47069,201408,1047.95084,201408,32.45654,201408,5413.01544,201408,2702.07636,201408,1176.23642,201408,7268.4639,201408,1631.53948,201408,2460.48451,201408,606.35219,201408,2.23632,201408,185.01067,201408,1673.12237,201408,207.41657,201408,4272.87915,201408,2434.2803,201408,7830.34541,201408,3056.30108,201408,376.98584,201408,5938.22853,0.0,0.0,201408,2650.13573,201408,209.19698,201408,3567.3088,201408,14616.21955,201408,3190.21122,0.0,0.0,201408,1940.5914,201408,761.69606,201408,6344.37983,201408,3842.39778,201408,4057.7253,148451.62333999996
46,201407,4922.91967,201407,43.92516,201407,4072.66583,201407,2921.72008,201407,118.95261,201407,3306.91766,201407,50.72694,0.0,0.0,201407,54.62374,201407,5090.94279,201407,5306.28358,201407,132.93019,201407,3.8236,201407,7688.78466,201407,8540.53857,201407,3286.36862,201407,3073.29108,201407,7494.99899,201407,2050.36294,201407,4.11563,201407,1463.11979,201407,107.25787,201407,5236.2206,201407,2378.47097,201407,1283.30177,201407,7059.84083,201407,1434.56849,201407,2325.95807,201407,759.6065,201407,63.82023,201407,262.84211,201407,2087.2385,201407,353.13361,201407,4528.60601,201407,2478.00513,201407,8335.28107,201407,2731.68651,201407,317.0113,201407,6513.84954,0.0,0.0,201407,2947.34103,201407,224.31681,201407,3510.13786,201407,15173.24745,201407,3111.08146,0.0,0.0,201407,1792.04244,201407,751.54345,201407,7084.2883,201407,3288.69319,201407,3859.65438,149627.05760999996
47,201406,4503.70158,201406,52.36322,201406,3671.65897,201406,2879.48038,201406,117.58735,201406,2651.49081,201406,2.1197,0.0,0.0,201406,53.36311,201406,4718.92324,201406,5036.7128,201406,119.05966,201406,3.21655,201406,6988.75134,201406,8839.23086,201406,2847.44369,201406,2572.91622,201406,7031.8461,201406,1729.35398,201406,1.96154,201406,1429.0728,201406,33.90587,201406,4596.45212,201406,2185.09837,201406,1273.97949,201406,6556.73633,201406,807.28202,201406,2197.02995,201406,643.26412,201406,0.29388,201406,187.42269,201406,1626.24752,201406,378.77962,201406,4866.8984,201406,1970.02477,201406,7375.53837,201406,2825.99131,201406,96.83804,201406,7075.24586,0.0,0.0,201406,2757.05428,201406,250.56213,201406,3424.15146,201406,12816.60343,201406,3013.33759,0.0,0.0,201406,1832.2307,201406,182.79992,201406,6614.67252,201406,3507.85795,201406,3230.36893,137576.92154
48,201405,4200.70745,201405,51.04065,201405,3414.49432,201405,2914.76621,201405,48.01294,201405,2493.84642,201405,-1.19206,0.0,0.0,201405,92.41449,201405,4190.01344,201405,3919.84361,201405,134.26463,201405,2.99334,201405,5572.11735,201405,7580.21426,201405,1999.12868,201405,2158.16752,201405,5920.90443,201405,1212.1278,201405,5.61131,201405,1488.28079,201405,11.81988,201405,3849.85377,201405,2116.57114,201405,1095.5015,201405,5595.79063,201405,725.51702,201405,1724.61198,201405,540.74799,201405,2.32261,201405,128.65969,201405,1673.56792,201405,166.0095,201405,3763.57033,201405,1689.12602,201405,6021.42094,201405,2593.94428,201405,19.28384,201405,6205.52592,0.0,0.0,201405,2720.18217,201405,179.90943,201405,2783.35342,201405,12749.81881,201405,2528.45042,0.0,0.0,201405,1247.00873,201405,4.54411,201405,5469.24803,201405,2624.30142,201405,3157.38155,118785.80063000001
49,201404,3244.89401,201404,51.70101,201404,3043.53276,201404,2368.91496,201404,53.33554,201404,2445.68004,201404,33.60461,0.0,0.0,201404,90.57655,201404,3598.02836,201404,3004.48209,201404,122.08121,201404,4.57663,201404,6460.8425,201404,6805.91133,201404,1835.27467,201404,2123.44661,201404,5953.37358,201404,1262.82205,201404,8.1273,201404,1253.20955,201404,264.9471,201404,3217.55358,201404,1568.03097,201404,607.81512,201404,4602.02163,201404,953.02964,201404,1501.51438,201404,473.63472,201404,47.73679,201404,103.74927,201404,1679.33909,201404,408.35797,201404,2487.04497,201404,2013.59314,201404,6720.1754,201404,1954.8139,201404,15.78703,201404,6963.30577,0.0,0.0,201404,2084.30004,201404,240.10815,201404,2946.65974,201404,10716.74071,201404,1930.72991,0.0,0.0,201404,918.80666,201404,191.74485,201404,5305.52357,201404,2458.04209,201404,3141.0701,109280.59165000002
50,201403,3510.01973,201403,57.65468,201403,3315.93692,201403,2874.59926,201403,82.01781,201403,2391.50033,201403,232.4322,0.0,0.0,201403,131.47,201403,3635.68037,201403,3336.73896,201403,119.49943,201403,7.78021,201403,7910.55112,201403,8627.0924,201403,2763.62677,201403,2356.33363,201403,6894.38021,201403,1413.57934,201403,14.28138,201403,2163.59182,201403,666.5596,201403,4872.12292,201403,2273.80434,201403,586.01591,201403,6201.12171,201403,1170.62006,201403,2129.50719,201403,546.29148,201403,326.7164,201403,276.8521,201403,1698.76375,201403,788.41975,201403,5090.24703,201403,2443.56224,201403,8746.71043,201403,2388.3207,201403,202.92286,201403,7952.48583,0.0,0.0,201403,2120.21081,201403,283.54254,201403,3804.11037,201403,11486.36159,201403,2491.75117,0.0,0.0,201403,1756.20377,201403,306.62002,201403,7325.51306,201403,3015.7111,201403,3652.76604,136442.60134
